Age_yrBP,CO2_ppm,Source_ice,Date,co2_ppm,Source
16,378.7,Law Dome,1958-03-15,315.71,Mauna Loa
17,376.7,Law Dome,1958-04-15,317.45,Mauna Loa
18,374.7,Law Dome,1958-05-15,317.51,Mauna Loa
19,372.8,Law Dome,1958-07-15,315.86,Mauna Loa
20,370.5,Law Dome,1958-08-15,314.93,Mauna Loa
21,368.3,Law Dome,1958-09-15,313.21,Mauna Loa
22,366.8,Law Dome,1958-11-15,313.33,Mauna Loa
23,365.5,Law Dome,1958-12-15,314.67,Mauna Loa
24,363.6,Law Dome,1959-01-15,315.58,Mauna Loa
25,361.1,Law Dome,1959-02-15,316.49,Mauna Loa
25,359.5,Law Dome,1959-03-15,316.65,Mauna Loa
26,359.8,Law Dome,1959-04-15,317.72,Mauna Loa
27,358.3,Law Dome,1959-05-15,318.29,Mauna Loa
28,356.9,Law Dome,1959-06-15,318.15,Mauna Loa
28,356.3,Law Dome,1959-07-15,316.54,Mauna Loa
29,354.9,Law Dome,1959-08-15,314.8,Mauna Loa
30,353.6,Law Dome,1959-09-15,313.84,Mauna Loa
30,354.1,Law Dome,1959-10-15,313.34,Mauna Loa
31,352.6,Law Dome,1959-11-15,314.81,Mauna Loa
32,351,Law Dome,1959-12-15,315.58,Mauna Loa
32,349.7,Law Dome,1960-01-15,316.43,Mauna Loa
33,349.5,Law Dome,1960-02-15,316.98,Mauna Loa
34,348.3,Law Dome,1960-03-15,317.58,Mauna Loa
35,346.1,Law Dome,1960-04-15,319.03,Mauna Loa
36,344.5,Law Dome,1960-05-15,320.04,Mauna Loa
37,343.2,Law Dome,1960-06-15,319.59,Mauna Loa
38,341.8,Law Dome,1960-07-15,318.18,Mauna Loa
38,341.2,Law Dome,1960-08-15,315.9,Mauna Loa
39,340.1,Law Dome,1960-09-15,314.17,Mauna Loa
40,338.1,Law Dome,1960-10-15,313.83,Mauna Loa
41,337.6,Law Dome,1960-11-15,315,Mauna Loa
42,336.6,Law Dome,1960-12-15,316.19,Mauna Loa
43,332,Law Dome,1961-01-15,316.89,Mauna Loa
43,335.2,Law Dome,1961-02-15,317.7,Mauna Loa
43,335.3,Law Dome,1961-03-15,318.54,Mauna Loa
44,333.5,Law Dome,1961-04-15,319.48,Mauna Loa
45,331.7,Law Dome,1961-05-15,320.58,Mauna Loa
46,331.2,Law Dome,1961-06-15,319.77,Mauna Loa
48,328.1,Law Dome,1961-07-15,318.56,Mauna Loa
49,326.4,Law Dome,1961-08-15,316.79,Mauna Loa
49,329.2,Law Dome,1961-09-15,314.99,Mauna Loa
50,324.1,Law Dome,1961-10-15,315.31,Mauna Loa
51,325.2,Law Dome,1961-11-15,316.1,Mauna Loa
51,324.7,Law Dome,1961-12-15,317.01,Mauna Loa
52,323.2,Law Dome,1962-01-15,317.94,Mauna Loa
52,324.8,Law Dome,1962-02-15,318.55,Mauna Loa
53,323.7,Law Dome,1962-03-15,319.68,Mauna Loa
55,322.9,Law Dome,1962-04-15,320.57,Mauna Loa
56,318.8,Law Dome,1962-05-15,321.02,Mauna Loa
56,319.5,Law Dome,1962-06-15,320.62,Mauna Loa
58,318.2,Law Dome,1962-07-15,319.61,Mauna Loa
58,319,Law Dome,1962-08-15,317.4,Mauna Loa
59,317,Law Dome,1962-09-15,316.24,Mauna Loa
59,317,Law Dome,1962-10-15,315.42,Mauna Loa
59,318.7,Law Dome,1962-11-15,316.69,Mauna Loa
59,319.4,Law Dome,1962-12-15,317.7,Mauna Loa
61,315.7,Law Dome,1963-01-15,318.74,Mauna Loa
63,316.3,Law Dome,1963-02-15,319.07,Mauna Loa
64,314.4,Law Dome,1963-03-15,319.86,Mauna Loa
65,314,Law Dome,1963-04-15,321.38,Mauna Loa
66,316.3,Law Dome,1963-05-15,322.25,Mauna Loa
67,313.6,Law Dome,1963-06-15,321.48,Mauna Loa
67,314.1,Law Dome,1963-07-15,319.74,Mauna Loa
67,314.7,Law Dome,1963-08-15,317.77,Mauna Loa
67,313.5,Law Dome,1963-09-15,316.21,Mauna Loa
67,313.8,Law Dome,1963-10-15,315.99,Mauna Loa
68,311,Law Dome,1963-11-15,317.07,Mauna Loa
68,311.9,Law Dome,1963-12-15,318.35,Mauna Loa
68,312.7,Law Dome,1964-01-15,319.57,Mauna Loa
68,311.7,Law Dome,1964-05-15,322.25,Mauna Loa
69,312.1,Law Dome,1964-06-15,321.89,Mauna Loa
72,312.6,Law Dome,1964-07-15,320.44,Mauna Loa
73,311.4,Law Dome,1964-08-15,318.69,Mauna Loa
73,309.9,Law Dome,1964-09-15,316.71,Mauna Loa
73,311.2,Law Dome,1964-10-15,316.87,Mauna Loa
74,310.5,Law Dome,1964-11-15,317.68,Mauna Loa
75,310.8,Law Dome,1964-12-15,318.71,Mauna Loa
75,310,Law Dome,1965-01-15,319.44,Mauna Loa
75,311.5,Law Dome,1965-02-15,320.44,Mauna Loa
76,311.5,Law Dome,1965-03-15,320.89,Mauna Loa
77,309.6,Law Dome,1965-04-15,322.14,Mauna Loa
77,309.7,Law Dome,1965-05-15,322.17,Mauna Loa
78,311.4,Law Dome,1965-06-15,321.87,Mauna Loa
78,312.1,Law Dome,1965-07-15,321.21,Mauna Loa
78,311.3,Law Dome,1965-08-15,318.87,Mauna Loa
79,310.5,Law Dome,1965-09-15,317.82,Mauna Loa
79,311,Law Dome,1965-10-15,317.3,Mauna Loa
80,312.3,Law Dome,1965-11-15,318.87,Mauna Loa
80,310.9,Law Dome,1965-12-15,319.42,Mauna Loa
80,311.6,Law Dome,1966-01-15,320.62,Mauna Loa
81,310.3,Law Dome,1966-02-15,321.6,Mauna Loa
81,310.5,Law Dome,1966-03-15,322.39,Mauna Loa
81,310.7,Law Dome,1966-04-15,323.7,Mauna Loa
82,311.9,Law Dome,1966-05-15,324.08,Mauna Loa
82,311,Law Dome,1966-06-15,323.75,Mauna Loa
83,309.2,Law Dome,1966-07-15,322.38,Mauna Loa
83,310.5,Law Dome,1966-08-15,320.36,Mauna Loa
83,310.9,Law Dome,1966-09-15,318.64,Mauna Loa
84,309.6,Law Dome,1966-10-15,318.1,Mauna Loa
85,307.9,Law Dome,1966-11-15,319.78,Mauna Loa
86,309,Law Dome,1966-12-15,321.02,Mauna Loa
87,309.2,Law Dome,1967-01-15,322.33,Mauna Loa
88,307.8,Law Dome,1967-02-15,322.5,Mauna Loa
89,307.8,Law Dome,1967-03-15,323.03,Mauna Loa
89,307.2,Law Dome,1967-04-15,324.42,Mauna Loa
93,305.7,Law Dome,1967-05-15,325,Mauna Loa
93,307.8,Law Dome,1967-06-15,324.09,Mauna Loa
94,305.2,Law Dome,1967-07-15,322.54,Mauna Loa
95,305,Law Dome,1967-08-15,320.92,Mauna Loa
97,304.1,Law Dome,1967-09-15,319.25,Mauna Loa
97,304.8,Law Dome,1967-10-15,319.39,Mauna Loa
98,305.2,Law Dome,1967-11-15,320.72,Mauna Loa
99,303.2,Law Dome,1967-12-15,321.96,Mauna Loa
103,303.6,Law Dome,1968-01-15,322.57,Mauna Loa
103,303.3,Law Dome,1968-02-15,323.15,Mauna Loa
106,301.3,Law Dome,1968-03-15,323.89,Mauna Loa
108,300,Law Dome,1968-04-15,325.02,Mauna Loa
108,300.7,Law Dome,1968-05-15,325.57,Mauna Loa
109,300.7,Law Dome,1968-06-15,325.36,Mauna Loa
111,298.4,Law Dome,1968-07-15,324.14,Mauna Loa
113,300.4,Law Dome,1968-08-15,322.11,Mauna Loa
116,296.9,Law Dome,1968-09-15,320.33,Mauna Loa
116,298.5,Law Dome,1968-10-15,320.25,Mauna Loa
117,299,Law Dome,1968-11-15,321.32,Mauna Loa
118,295.1,Law Dome,1968-12-15,322.89,Mauna Loa
120,295.7,Law Dome,1969-01-15,324,Mauna Loa
120,295,Law Dome,1969-02-15,324.41,Mauna Loa
121,296.5,Law Dome,1969-03-15,325.63,Mauna Loa
123,294.7,Law Dome,1969-04-15,326.66,Mauna Loa
123,296,Law Dome,1969-05-15,327.38,Mauna Loa
123,296.2,Law Dome,1969-06-15,326.71,Mauna Loa
126,298.2,Law Dome,1969-07-15,325.88,Mauna Loa
128,293.8,Law Dome,1969-08-15,323.66,Mauna Loa
129,294.6,Law Dome,1969-09-15,322.38,Mauna Loa
130,294.7,Law Dome,1969-10-15,321.78,Mauna Loa
133,291.5,Law Dome,1969-11-15,322.85,Mauna Loa
133,292.2,Law Dome,1969-12-15,324.11,Mauna Loa
135,293.7,Law Dome,1970-01-15,325.06,Mauna Loa
136,290.6,Law Dome,1970-02-15,325.98,Mauna Loa
137,280.4,Dome C,1970-03-15,326.93,Mauna Loa
138,289,Law Dome,1970-04-15,328.13,Mauna Loa
138,289.8,Law Dome,1970-05-15,328.08,Mauna Loa
139,291.9,Law Dome,1970-06-15,327.67,Mauna Loa
144,288.8,Law Dome,1970-07-15,326.34,Mauna Loa
148,290.5,Law Dome,1970-08-15,324.68,Mauna Loa
149,287.2,Law Dome,1970-09-15,323.1,Mauna Loa
152,287.4,Law Dome,1970-10-15,323.07,Mauna Loa
153,287.7,Law Dome,1970-11-15,324.01,Mauna Loa
155,285.2,Law Dome,1970-12-15,325.13,Mauna Loa
158,285.4,Law Dome,1971-01-15,326.17,Mauna Loa
160,286.6,Law Dome,1971-02-15,326.68,Mauna Loa
163,286.5,Law Dome,1971-03-15,327.18,Mauna Loa
167,284.9,Law Dome,1971-04-15,327.79,Mauna Loa
168,287,Law Dome,1971-05-15,328.93,Mauna Loa
170,288.6,Law Dome,1971-06-15,328.57,Mauna Loa
171,285.2,Law Dome,1971-07-15,327.36,Mauna Loa
173,287.7,Law Dome,1971-08-15,325.43,Mauna Loa
174,286.1,Law Dome,1971-09-15,323.36,Mauna Loa
176,283.3,Law Dome,1971-10-15,323.56,Mauna Loa
176,285,Law Dome,1971-11-15,324.8,Mauna Loa
178,286.5,Law Dome,1971-12-15,326.01,Mauna Loa
181,283,Law Dome,1972-01-15,326.77,Mauna Loa
184,284.1,Law Dome,1972-02-15,327.63,Mauna Loa
187,283.7,Law Dome,1972-03-15,327.75,Mauna Loa
189,284.5,Law Dome,1972-04-15,329.72,Mauna Loa
195,285.1,Law Dome,1972-05-15,330.07,Mauna Loa
196,281.3,Law Dome,1972-06-15,329.09,Mauna Loa
208,284.3,Law Dome,1972-07-15,328.04,Mauna Loa
222,281.1,Law Dome,1972-08-15,326.32,Mauna Loa
223,283.7,Law Dome,1972-09-15,324.84,Mauna Loa
226,281.6,Law Dome,1972-10-15,325.2,Mauna Loa
228,281.5,Law Dome,1972-11-15,326.5,Mauna Loa
241,276.8,Law Dome,1972-12-15,327.55,Mauna Loa
242,279.5,Law Dome,1973-01-15,328.55,Mauna Loa
248,277.8,Law Dome,1973-02-15,329.56,Mauna Loa
259,276.3,Law Dome,1973-03-15,330.3,Mauna Loa
259,276.7,Law Dome,1973-04-15,331.5,Mauna Loa
268,274.9,Dome C,1973-05-15,332.48,Mauna Loa
270,277.2,Law Dome,1973-06-15,332.07,Mauna Loa
270,276.4,Law Dome,1973-07-15,330.87,Mauna Loa
273,276.9,Law Dome,1973-08-15,329.31,Mauna Loa
279,277.9,Dome C,1973-09-15,327.52,Mauna Loa
279,276.7,Law Dome,1973-10-15,327.19,Mauna Loa
288,278.2,Law Dome,1973-11-15,328.16,Mauna Loa
299,277.5,Law Dome,1973-12-15,328.65,Mauna Loa
299,276.9,Law Dome,1974-01-15,329.36,Mauna Loa
328,276.5,Law Dome,1974-02-15,330.71,Mauna Loa
332,276.3,Law Dome,1974-03-15,331.49,Mauna Loa
340,275.9,Law Dome,1974-04-15,332.65,Mauna Loa
373,277.2,Law Dome,1974-05-15,333.1,Mauna Loa
382,276.6,Law Dome,1974-06-15,332.26,Mauna Loa
393,274.5,Law Dome,1974-07-15,331.18,Mauna Loa
395,279.1,Dome C,1974-08-15,329.4,Mauna Loa
404,281.9,Dome C,1974-09-15,327.44,Mauna Loa
412,271.8,Law Dome,1974-10-15,327.38,Mauna Loa
419,274.3,Law Dome,1974-11-15,328.46,Mauna Loa
431,278.7,Law Dome,1974-12-15,329.58,Mauna Loa
434,281,Law Dome,1975-01-15,330.41,Mauna Loa
449,281.9,Law Dome,1975-02-15,331.41,Mauna Loa
462,281.7,Law Dome,1975-03-15,332.05,Mauna Loa
472,282.8,Law Dome,1975-04-15,333.32,Mauna Loa
485,277.7,Dome C,1975-05-15,333.98,Mauna Loa
492,283.2,Law Dome,1975-06-15,333.61,Mauna Loa
520,282.4,Law Dome,1975-07-15,331.91,Mauna Loa
553,279.6,Law Dome,1975-08-15,330.06,Mauna Loa
559,281.1,Dome C,1975-09-15,328.56,Mauna Loa
573,281.7,Law Dome,1975-10-15,328.35,Mauna Loa
591,282.5,Law Dome,1975-11-15,329.5,Mauna Loa
593,279.5,Law Dome,1975-12-15,330.77,Mauna Loa
611,279.6,Law Dome,1976-01-15,331.76,Mauna Loa
631,280,Law Dome,1976-02-15,332.58,Mauna Loa
632,280.4,Law Dome,1976-03-15,333.5,Mauna Loa
672,282.2,Dome C,1976-04-15,334.59,Mauna Loa
672,280.1,Law Dome,1976-05-15,334.89,Mauna Loa
692,283.4,Law Dome,1976-06-15,334.34,Mauna Loa
716,281.5,Law Dome,1976-07-15,333.06,Mauna Loa
746,281.1,Law Dome,1976-08-15,330.95,Mauna Loa
754,280.1,Dome C,1976-09-15,329.31,Mauna Loa
764,282.1,Law Dome,1976-10-15,328.95,Mauna Loa
776,281.7,Law Dome,1976-11-15,330.32,Mauna Loa
815,283.6,Law Dome,1976-12-15,331.69,Mauna Loa
829,283.9,Law Dome,1977-01-15,332.94,Mauna Loa
862,283.9,Law Dome,1977-02-15,333.43,Mauna Loa
877,278.4,Dome C,1977-03-15,334.71,Mauna Loa
885,283.8,Law Dome,1977-04-15,336.08,Mauna Loa
917,282.8,Law Dome,1977-05-15,336.76,Mauna Loa
934,282.4,Law Dome,1977-06-15,336.28,Mauna Loa
950,276.6,Dome C,1977-07-15,334.93,Mauna Loa
964,282.8,Law Dome,1977-08-15,332.76,Mauna Loa
985,280.3,Law Dome,1977-09-15,331.6,Mauna Loa
997,280.8,Law Dome,1977-10-15,331.17,Mauna Loa
1017,280.5,Law Dome,1977-11-15,332.41,Mauna Loa
1017,279.4,Law Dome,1977-12-15,333.86,Mauna Loa
1054,278.5,Law Dome,1978-01-15,334.98,Mauna Loa
1060,279.1,Dome C,1978-02-15,335.4,Mauna Loa
1078,279.1,Law Dome,1978-03-15,336.65,Mauna Loa
1125,278.9,Law Dome,1978-04-15,337.77,Mauna Loa
1153,277.7,Dome C,1978-05-15,338.02,Mauna Loa
1165,279.3,Law Dome,1978-06-15,337.91,Mauna Loa
1223,278.5,Law Dome,1978-07-15,336.55,Mauna Loa
1233,278.7,Dome C,1978-08-15,334.69,Mauna Loa
1258,278.5,Law Dome,1978-09-15,332.77,Mauna Loa
1292,278.5,Law Dome,1978-10-15,332.56,Mauna Loa
1324,279.7,Law Dome,1978-11-15,333.93,Mauna Loa
1350,277.4,Dome C,1978-12-15,334.96,Mauna Loa
1354,279.4,Law Dome,1979-01-15,336.24,Mauna Loa
1390,278.3,Law Dome,1979-02-15,336.77,Mauna Loa
1426,276.9,Law Dome,1979-03-15,337.97,Mauna Loa
1450,277.6,Law Dome,1979-04-15,338.89,Mauna Loa
1453,279.2,Dome C,1979-05-15,339.48,Mauna Loa
1485,276,Law Dome,1979-06-15,339.3,Mauna Loa
1522,276.4,Law Dome,1979-07-15,337.74,Mauna Loa
1552,280,Dome C,1979-08-15,336.1,Mauna Loa
1561,276.7,Law Dome,1979-09-15,333.93,Mauna Loa
1594,276.9,Law Dome,1979-10-15,333.87,Mauna Loa
1638,278.9,Dome C,1979-11-15,335.3,Mauna Loa
1657,277,Law Dome,1979-12-15,336.74,Mauna Loa
1693,278.9,Law Dome,1980-01-15,338.03,Mauna Loa
1720,279.8,Law Dome,1980-02-15,338.37,Mauna Loa
1733,278.7,Dome C,1980-03-15,340.09,Mauna Loa
1748,280.1,Law Dome,1980-04-15,340.78,Mauna Loa
1794,281.5,Law Dome,1980-05-15,341.48,Mauna Loa
1812,278,Dome C,1980-06-15,341.18,Mauna Loa
1820,280.7,Law Dome,1980-07-15,339.57,Mauna Loa
1854,280.1,Law Dome,1980-08-15,337.61,Mauna Loa
1886,278.1,Law Dome,1980-09-15,335.9,Mauna Loa
1918,277.5,Law Dome,1980-10-15,336.03,Mauna Loa
1931,276.9,Dome C,1980-11-15,337.12,Mauna Loa
1966,277.4,Law Dome,1980-12-15,338.23,Mauna Loa
1992,277.9,Law Dome,1981-01-15,339.25,Mauna Loa
2009,276.7,Law Dome,1981-02-15,340.5,Mauna Loa
2057,276.7,Dome C,1981-03-15,341.4,Mauna Loa
2128,276.7,Dome C,1981-04-15,342.52,Mauna Loa
2212,277.6,Dome C,1981-05-15,342.93,Mauna Loa
2334,277.9,Dome C,1981-06-15,342.27,Mauna Loa
2433,273.9,Dome C,1981-07-15,340.5,Mauna Loa
2536,278.9,Dome C,1981-08-15,338.45,Mauna Loa
2604,275.3,Dome C,1981-09-15,336.71,Mauna Loa
2728,274.7,Dome C,1981-10-15,336.88,Mauna Loa
2806,276.3,Dome C,1981-11-15,338.38,Mauna Loa
2902,274.6,Dome C,1981-12-15,339.63,Mauna Loa
3053,276.3,Dome C,1982-01-15,340.77,Mauna Loa
3116,273.1,Dome C,1982-02-15,341.63,Mauna Loa
3215,274,Dome C,1982-03-15,342.72,Mauna Loa
3336,275,Dome C,1982-04-15,343.59,Mauna Loa
3453,273.4,Dome C,1982-05-15,344.16,Mauna Loa
3523,273,Dome C,1982-06-15,343.37,Mauna Loa
3622,271.5,Dome C,1982-07-15,342.07,Mauna Loa
3721,275.4,Dome C,1982-08-15,339.83,Mauna Loa
3790,274.9,Dome C,1982-09-15,338,Mauna Loa
3910,271.7,Dome C,1982-10-15,337.88,Mauna Loa
4004,271.6,Dome C,1982-11-15,339.28,Mauna Loa
4096,272.8,Dome C,1982-12-15,340.51,Mauna Loa
4161,271.5,Dome C,1983-01-15,341.4,Mauna Loa
4324,271.1,Dome C,1983-02-15,342.54,Mauna Loa
4374,269.1,Dome C,1983-03-15,343.12,Mauna Loa
4480,269.8,Dome C,1983-04-15,344.96,Mauna Loa
4573,271.5,Dome C,1983-05-15,345.78,Mauna Loa
4703,270.7,Dome C,1983-06-15,345.34,Mauna Loa
4766,269.3,Dome C,1983-07-15,344,Mauna Loa
4874,268.6,Dome C,1983-08-15,342.4,Mauna Loa
5004,269.8,Dome C,1983-09-15,339.89,Mauna Loa
5094,267.6,Dome C,1983-10-15,340.01,Mauna Loa
5160,265.3,Dome C,1983-11-15,341.16,Mauna Loa
5274,265.2,Dome C,1983-12-15,342.99,Mauna Loa
5370,267.6,Dome C,1984-01-15,343.82,Mauna Loa
5476,265.9,Dome C,1984-02-15,344.62,Mauna Loa
5562,265.5,Dome C,1984-03-15,345.39,Mauna Loa
5657,260.7,Dome C,1984-04-15,347.15,Mauna Loa
5716,266.7,Dome C,1984-05-15,347.52,Mauna Loa
5855,265.5,Dome C,1984-06-15,346.88,Mauna Loa
5998,263.2,Dome C,1984-07-15,345.47,Mauna Loa
6039,262.7,Dome C,1984-08-15,343.34,Mauna Loa
6131,261.2,Dome C,1984-09-15,341.13,Mauna Loa
6263,261.1,Dome C,1984-10-15,341.4,Mauna Loa
6354,259.4,Dome C,1984-11-15,343.02,Mauna Loa
6434,262.1,Dome C,1984-12-15,344.25,Mauna Loa
6545,262.9,Dome C,1985-01-15,344.99,Mauna Loa
6617,258.1,Dome C,1985-02-15,346.01,Mauna Loa
6713,257.6,Dome C,1985-03-15,347.43,Mauna Loa
6838,262.3,Dome C,1985-04-15,348.34,Mauna Loa
6941,263,Dome C,1985-05-15,348.92,Mauna Loa
7028,260.7,Dome C,1985-06-15,348.24,Mauna Loa
7112,258.4,Dome C,1985-07-15,346.54,Mauna Loa
7234,260.1,Dome C,1985-08-15,344.64,Mauna Loa
7320,260.4,Dome C,1985-09-15,343.06,Mauna Loa
7413,259.7,Dome C,1985-10-15,342.78,Mauna Loa
7507,259.2,Dome C,1985-11-15,344.21,Mauna Loa
7590,260.8,Dome C,1985-12-15,345.53,Mauna Loa
7691,259.6,Dome C,1986-01-15,346.28,Mauna Loa
7781,259.3,Dome C,1986-02-15,346.93,Mauna Loa
7876,258.3,Dome C,1986-03-15,347.83,Mauna Loa
7990,261.3,Dome C,1986-04-15,349.53,Mauna Loa
8050,260.7,Dome C,1986-05-15,350.19,Mauna Loa
8181,261.8,Dome C,1986-06-15,349.53,Mauna Loa
8281,259,Dome C,1986-07-15,347.92,Mauna Loa
8387,260.9,Dome C,1986-08-15,345.88,Mauna Loa
8477,260.4,Dome C,1986-09-15,344.83,Mauna Loa
8579,259.3,Dome C,1986-10-15,344.16,Mauna Loa
8653,262,Dome C,1986-11-15,345.64,Mauna Loa
8784,263.7,Dome C,1986-12-15,346.88,Mauna Loa
8869,263.8,Dome C,1987-01-15,348,Mauna Loa
8973,265.2,Dome C,1987-02-15,348.47,Mauna Loa
9092,260.6,Dome C,1987-03-15,349.4,Mauna Loa
9140,260.9,Dome C,1987-04-15,350.97,Mauna Loa
9232,263,Dome C,1987-05-15,351.84,Mauna Loa
9317,263.8,Dome C,1987-06-15,351.25,Mauna Loa
9536,264.4,Dome C,1987-07-15,349.5,Mauna Loa
9597,264.2,Dome C,1987-08-15,348.09,Mauna Loa
9721,264,Dome C,1987-09-15,346.44,Mauna Loa
9807,263.4,Dome C,1987-10-15,346.1,Mauna Loa
9909,265.7,Dome C,1987-11-15,347.54,Mauna Loa
9983,264.9,Dome C,1987-12-15,348.69,Mauna Loa
10088,267.5,Dome C,1988-01-15,350.16,Mauna Loa
10209,266.9,Dome C,1988-02-15,351.47,Mauna Loa
10294,266,Dome C,1988-03-15,351.96,Mauna Loa
10417,265.1,Dome C,1988-04-15,353.33,Mauna Loa
10527,267.6,Dome C,1988-05-15,353.97,Mauna Loa
10621,264.8,Dome C,1988-06-15,353.55,Mauna Loa
10744,264.8,Dome C,1988-07-15,352.14,Mauna Loa
10805,265,Dome C,1988-08-15,350.19,Mauna Loa
10827,265.3,Dome C,1988-09-15,348.5,Mauna Loa
10895,264.4,Dome C,1988-10-15,348.66,Mauna Loa
10933,264.1,Dome C,1988-11-15,349.85,Mauna Loa
11014,264.2,Dome C,1988-12-15,351.12,Mauna Loa
11087,264.5,Dome C,1989-01-15,352.55,Mauna Loa
11136,264,Dome C,1989-02-15,352.86,Mauna Loa
11201,263,Dome C,1989-03-15,353.48,Mauna Loa
11236,265.2,Dome C,1989-04-15,355.22,Mauna Loa
11278,258.8,Dome C,1989-05-15,355.47,Mauna Loa
11338,260.8,Dome C,1989-06-15,354.92,Mauna Loa
11392,255.4,Dome C,1989-07-15,353.7,Mauna Loa
11436,253.9,Dome C,1989-08-15,351.47,Mauna Loa
11469,253.8,Dome C,1989-09-15,349.61,Mauna Loa
11580,250.7,Dome C,1989-10-15,349.79,Mauna Loa
11635,249.7,Dome C,1989-11-15,351.09,Mauna Loa
11676,251.1,Dome C,1989-12-15,352.32,Mauna Loa
11727,250.7,Dome C,1990-01-15,353.46,Mauna Loa
11819,245.3,Dome C,1990-02-15,354.5,Mauna Loa
11896,245.3,Dome C,1990-03-15,355.19,Mauna Loa
11958,246.6,Dome C,1990-04-15,356,Mauna Loa
12050,243.2,Dome C,1990-05-15,356.96,Mauna Loa
12122,240.3,Dome C,1990-06-15,356.04,Mauna Loa
12371,237.5,Dome C,1990-07-15,354.62,Mauna Loa
12496,237.6,Dome C,1990-08-15,352.71,Mauna Loa
12642,234.2,Dome C,1990-09-15,350.77,Mauna Loa
12760,238.3,Dome C,1990-10-15,350.99,Mauna Loa
12942,237.3,Dome C,1990-11-15,352.64,Mauna Loa
13090,237.9,Dome C,1990-12-15,354.02,Mauna Loa
13241,237.6,Dome C,1991-01-15,354.53,Mauna Loa
13440,236.4,Dome C,1991-02-15,355.55,Mauna Loa
13542,239.2,Dome C,1991-03-15,356.96,Mauna Loa
13653,238.6,Dome C,1991-04-15,358.4,Mauna Loa
13804,238.6,Dome C,1991-05-15,359.14,Mauna Loa
13948,239.1,Dome C,1991-06-15,358.04,Mauna Loa
14303,228.5,Dome C,1991-07-15,355.98,Mauna Loa
14550,228.4,Dome C,1991-08-15,353.81,Mauna Loa
14725,226.1,Dome C,1991-09-15,351.95,Mauna Loa
14890,225.2,Dome C,1991-10-15,352.02,Mauna Loa
15012,224.5,Dome C,1991-11-15,353.55,Mauna Loa
15233,222,Dome C,1991-12-15,354.79,Mauna Loa
15438,221,Dome C,1992-01-15,355.79,Mauna Loa
15570,220.9,Dome C,1992-02-15,356.52,Mauna Loa
15742,219.4,Dome C,1992-03-15,357.61,Mauna Loa
15886,214,Dome C,1992-04-15,358.95,Mauna Loa
16073,207.5,Dome C,1992-05-15,359.46,Mauna Loa
16260,207.7,Dome C,1992-06-15,359.05,Mauna Loa
16452,202.9,Dome C,1992-07-15,356.82,Mauna Loa
16659,200.8,Dome C,1992-08-15,354.8,Mauna Loa
16870,195.2,Dome C,1992-09-15,352.81,Mauna Loa
17111,193.9,Dome C,1992-10-15,353.11,Mauna Loa
17375,191,Dome C,1992-11-15,353.96,Mauna Loa
17565,188.5,Dome C,1992-12-15,355.2,Mauna Loa
17809,188.5,Dome C,1993-01-15,356.5,Mauna Loa
17943,189.2,Dome C,1993-02-15,356.97,Mauna Loa
18285,187,Dome C,1993-03-15,358.18,Mauna Loa
18541,188.6,Dome C,1993-04-15,359.26,Mauna Loa
18828,189.4,Dome C,1993-05-15,360.08,Mauna Loa
18868,192.3,Dome C,1993-06-15,359.4,Mauna Loa
18921,188.3,Dome C,1993-07-15,357.38,Mauna Loa
19347,188.7,Dome C,1993-08-15,355.33,Mauna Loa
19509,188.8,Dome C,1993-09-15,353.5,Mauna Loa
19748,190,Dome C,1993-10-15,353.8,Mauna Loa
19988,188,Dome C,1993-11-15,355.15,Mauna Loa
20168,188.2,Dome C,1993-12-15,356.62,Mauna Loa
20197,195,Dome C,1994-01-15,358.19,Mauna Loa
20502,187.8,Dome C,1994-02-15,358.73,Mauna Loa
20748,186.9,Dome C,1994-03-15,359.79,Mauna Loa
21011,186.5,Dome C,1994-04-15,361.09,Mauna Loa
21257,184.7,Dome C,1994-05-15,361.52,Mauna Loa
21507,186.1,Dome C,1994-06-15,360.77,Mauna Loa
21854,185.7,Dome C,1994-07-15,359.38,Mauna Loa
22015,184.4,Dome C,1994-08-15,357.31,Mauna Loa
22827,189.2,Vostok,1994-09-15,355.68,Mauna Loa
25994,191.6,Vostok,1994-10-15,355.83,Mauna Loa
29063,188.5,Vostok,1994-11-15,357.42,Mauna Loa
30020,191.7,Vostok,1994-12-15,358.87,Mauna Loa
35009,205.3,Vostok,1995-01-15,359.81,Mauna Loa
37471,209.1,Vostok,1995-02-15,360.84,Mauna Loa
43500,209.1,Vostok,1995-03-15,361.48,Mauna Loa
47336,189.3,Vostok,1995-04-15,363.3,Mauna Loa
48854,188.4,Vostok,1995-05-15,363.64,Mauna Loa
49690,210.1,Vostok,1995-06-15,363.11,Mauna Loa
50663,215.7,Vostok,1995-07-15,361.75,Mauna Loa
52382,190.4,Vostok,1995-08-15,359.31,Mauna Loa
57088,221.7,Vostok,1995-09-15,357.91,Mauna Loa
57657,210.4,Vostok,1995-10-15,357.62,Mauna Loa
62859,195.3,Vostok,1995-11-15,359.42,Mauna Loa
64939,191.4,Vostok,1995-12-15,360.56,Mauna Loa
65939,194.9,Vostok,1996-01-15,361.91,Mauna Loa
71049,227.3,Vostok,1996-02-15,363.11,Mauna Loa
73227,229.1,Vostok,1996-03-15,363.88,Mauna Loa
77150,217.1,Vostok,1996-04-15,364.58,Mauna Loa
